Time (s),
177.82,5.12442E-05
177.83,6.88081E-05
177.84,3.27152E-05
177.85,3.39698E-05
177.86,3.69614E-05
177.87,1.56338E-05
177.88,5.87716E-05
177.89,9.31274E-05
177.9,1.77569E-05
177.91,-5.11477E-06
177.92,4.98931E-05
177.93,6.25353E-05
177.94,3.61894E-05
177.95,3.37768E-05
177.96,4.92176E-05
177.97,3.79265E-05
177.98,2.65389E-05
177.99,5.74205E-05
178,7.36334E-05
178.01,3.79265E-05
178.02,6.56234E-06
178.03,2.03626E-05
178.04,4.51644E-05
178.05,5.00861E-05
178.06,5.70345E-05
178.07,4.59364E-05
178.08,2.10381E-05
178.09,3.19432E-05
178.1,4.97966E-05
178.11,3.32942E-05
178.12,3.65754E-05
178.13,5.94471E-05
178.14,4.47784E-05
178.15,1.41862E-05
178.16,4.50679E-05
178.17,7.34404E-05
178.18,3.14607E-05
178.19,4.92176E-06
178.2,4.45853E-05
178.21,6.41759E-05
178.22,4.8156E-05
178.23,5.57799E-05
178.24,5.07617E-05
178.25,2.00731E-05
178.26,1.20631E-05
178.27,0.000038216
178.28,6.6492E-05
178.29,5.24023E-05
178.3,2.8276E-05
178.31,3.86985E-05
178.32,0.00004777
178.33,2.51878E-05
178.34,2.54773E-05
178.35,5.06652E-05
178.36,4.27517E-05
178.37,4.15937E-05
178.38,4.98931E-05
178.39,4.7577E-05
178.4,3.92776E-05
178.41,1.74674E-05
178.42,1.9301E-05
178.43,7.17998E-05
178.44,6.49479E-05
178.45,1.17736E-05
178.46,3.51278E-05
178.47,6.38864E-05
178.48,3.32942E-05
178.49,4.14007E-05
178.5,6.60095E-05
178.51,3.68649E-05
178.52,2.05556E-05
178.53,2.8469E-05
178.54,2.79865E-05
178.55,6.51409E-05
178.56,7.53705E-05
178.57,1.10016E-05
178.58,5.59729E-06
178.59,5.12442E-05
178.6,5.17267E-05
178.61,4.45853E-05
178.62,3.36803E-05
178.63,3.33908E-05
178.64,5.16302E-05
178.65,4.44888E-05
178.66,3.50313E-05
178.67,5.18232E-05
178.68,5.12442E-05
178.69,1.8722E-05
178.7,2.74074E-05
178.71,6.47549E-05
178.72,5.34638E-05
178.73,2.25822E-05
178.74,3.58034E-05
178.75,5.11477E-05
178.76,2.98201E-05
178.77,3.46453E-05
178.78,5.54904E-05
178.79,4.63224E-05
178.8,3.94706E-05
178.81,2.91445E-05
178.82,3.65754E-05
178.83,5.97366E-05
178.84,3.49348E-05
178.85,2.30647E-05
178.86,4.54539E-05
178.87,5.54904E-05
178.88,3.22327E-05
178.89,2.17136E-05
178.9,6.39829E-05
178.91,6.58165E-05
178.92,6.46584E-06
178.93,8.39594E-06
178.94,5.15337E-05
178.95,7.59495E-05
178.96,5.60694E-05
178.97,3.15572E-05
178.98,4.08216E-05
178.99,2.8855E-05
179,7.81691E-06
179.01,5.30778E-05
179.02,8.21258E-05
179.03,4.01461E-05
179.04,1.56338E-05
179.05,3.92776E-05
179.06,3.37768E-05
179.07,4.08216E-05
179.08,6.62025E-05
179.09,4.39098E-05
179.1,2.49948E-05
179.11,2.9241E-05
179.12,4.18832E-05
179.13,4.50679E-05
179.14,3.60929E-05
179.15,6.01227E-05
179.16,4.60329E-05
179.17,2.61529E-05
179.18,2.83725E-05
179.19,2.96271E-05
179.2,4.34273E-05
179.21,5.08582E-05
179.22,5.61659E-05
179.23,5.25953E-05
179.24,2.96271E-05
179.25,4.35238E-05
179.26,4.6805E-05
179.27,2.72144E-05
179.28,4.27517E-05
179.29,4.7963E-05
179.3,3.48383E-05
179.31,2.9434E-05
179.32,4.18832E-05
179.33,5.92541E-05
179.34,4.43923E-05
179.35,1.74674E-05
179.36,4.05321E-05
179.37,7.45019E-05
179.38,3.38733E-05
179.39,8.00992E-06
179.4,3.53209E-05
179.41,4.8349E-05
179.42,4.87351E-05
179.43,4.45853E-05
179.44,4.8349E-05
179.45,5.03756E-05
179.46,-4.34273E-06
179.47,1.53443E-05
179.48,8.73371E-05
179.49,7.35369E-05
179.5,3.94706E-05
179.51,1.8336E-05
179.52,7.14137E-06
179.53,4.19797E-05
179.54,6.7071E-05
179.55,4.98931E-05
179.56,3.7251E-05
179.57,4.50679E-05
179.58,3.15572E-05
179.59,2.49948E-05
179.6,3.38733E-05
179.61,3.23292E-05
179.62,5.97366E-05
179.63,7.29578E-05
179.64,2.29682E-05
179.65,1.20631E-05
179.66,4.43923E-05
179.67,5.33673E-05
179.68,3.93741E-05
179.69,3.47418E-05
179.7,4.28482E-05
179.71,4.54539E-05
179.72,4.8349E-05
179.73,3.39698E-05
179.74,1.73709E-05
179.75,4.27517E-05
179.76,7.32473E-05
179.77,5.72275E-05
179.78,8.68546E-06
179.79,6.07982E-06
179.8,6.43689E-05
179.81,7.47914E-05
179.82,2.98201E-05
179.83,2.49948E-05
179.84,4.78665E-05
179.85,3.10746E-05
179.86,1.77569E-05
179.87,5.27883E-05
179.88,5.6938E-05
179.89,4.35238E-05
179.9,5.25953E-05
179.91,3.55139E-05
179.92,1.45723E-05
179.93,2.65389E-05
179.94,5.25953E-05
179.95,7.63355E-05
179.96,5.09547E-05
179.97,-6.94836E-06
179.98,1.15806E-05
179.99,7.69145E-05
180,6.38864E-05
180.01,2.25822E-05
180.02,4.35238E-05
180.03,4.7384E-05
180.04,9.84352E-06
180.05,4.23657E-05
180.06,7.35369E-05
180.07,3.44523E-05
180.08,0.000028662
180.09,4.92176E-05
180.1,0.000038216
180.11,3.28117E-05
180.12,3.55139E-05
180.13,4.11112E-05
180.14,4.14972E-05
180.15,4.28482E-05
180.16,5.6359E-05
180.17,4.24622E-05
180.18,1.35107E-05
180.19,3.16537E-05
180.2,4.14972E-05
180.21,3.92776E-05
180.22,6.10877E-05
180.23,6.07982E-05
180.24,2.08451E-05
180.25,1.25457E-05
180.26,3.57069E-05
180.27,7.42124E-05
180.28,4.87351E-05
180.29,1.46688E-05
180.3,5.60694E-05
180.31,6.01227E-05
180.32,1.13876E-05
180.33,3.25222E-05
180.34,6.57199E-05
180.35,5.32708E-05
180.36,2.29682E-05
180.37,1.72744E-05
180.38,5.38498E-05
180.39,5.57799E-05
180.4,2.17136E-05
180.41,3.10746E-05
180.42,5.01826E-05
180.43,5.36568E-05
180.44,3.70579E-05
180.45,3.03026E-05
180.46,3.81195E-05
180.47,4.38133E-05
180.48,4.41993E-05
180.49,4.41993E-05
180.5,3.13641E-05
180.51,3.7251E-05
180.52,5.60694E-05
180.53,3.96636E-05
180.54,2.02661E-05
180.55,0.000038216
180.56,7.21858E-05
180.57,3.37768E-05
180.58,6.94836E-06
180.59,7.14137E-05
180.6,6.5913E-05
180.61,6.46584E-06
180.62,1.65024E-05
180.63,5.12442E-05
180.64,6.55269E-05
180.65,3.73475E-05
180.66,-9.65051E-08
180.67,0.00004777
180.68,8.27048E-05
180.69,2.69249E-05
180.7,3.26187E-05
180.71,5.83856E-05
180.72,1.53443E-05
180.73,4.31378E-05
180.74,5.51044E-05
180.75,1.88185E-05
180.76,3.8023E-05
180.77,5.00861E-05
180.78,4.62259E-05
180.79,3.70579E-05
180.8,2.22927E-05
180.81,6.20528E-05
180.82,5.42358E-05
180.83,2.20997E-05
180.84,3.73475E-05
180.85,5.16302E-05
180.86,3.79265E-05
180.87,3.34873E-05
180.88,5.24023E-05
180.89,5.07617E-05
180.9,3.56104E-05
180.91,2.69249E-05
180.92,2.57669E-05
180.93,5.16302E-05
180.94,3.81195E-05
180.95,4.15937E-05
180.96,6.6685E-05
180.97,3.34873E-05
180.98,2.42228E-05
180.99,3.65754E-05
181,4.84455E-05
181.01,6.7264E-05
181.02,3.03991E-05
181.03,1.84325E-05
181.04,4.6998E-05
181.05,4.92176E-05
181.06,3.52244E-05
181.07,2.26787E-05
181.08,5.44289E-05
181.09,6.28248E-05
181.1,3.15572E-05
181.11,3.43558E-05
181.12,4.35238E-05
181.13,3.26187E-05
181.14,3.8795E-05
181.15,5.56834E-05
181.16,3.97601E-05
181.17,2.39333E-05
181.18,4.42958E-05
181.19,4.02426E-05
181.2,2.24857E-05
181.21,3.79265E-05
181.22,6.63955E-05
181.23,6.24388E-05
181.24,2.69249E-05
181.25,2.63459E-05
181.26,4.18832E-05
181.27,2.76005E-05
181.28,3.35838E-05
181.29,6.24388E-05
181.3,5.11477E-05
181.31,2.89515E-05
181.32,4.6998E-05
181.33,4.39098E-05
181.34,2.75039E-05
181.35,5.34638E-05
181.36,4.40063E-05
181.37,2.42228E-05
181.38,3.31977E-05
181.39,4.46818E-05
181.4,6.16667E-05
181.41,3.02061E-05
181.42,1.74674E-05
181.43,5.32708E-05
181.44,4.02426E-05
181.45,3.49348E-05
181.46,4.17867E-05
181.47,3.19432E-05
181.48,4.8156E-05
181.49,5.74205E-05
181.5,2.31612E-05
181.51,3.47418E-05
181.52,7.13172E-05
181.53,3.27152E-05
181.54,1.53443E-05
181.55,5.81926E-05
181.56,0.00004777
181.57,1.88185E-05
181.58,4.31378E-05
181.59,6.16667E-05
181.6,4.23657E-05
181.61,3.65754E-05
181.62,4.09181E-05
181.63,2.57669E-05
181.64,2.57669E-05
181.65,6.6106E-05
181.66,7.53705E-05
181.67,7.52739E-06
181.68,-9.65051E-08
181.69,6.78431E-05
181.7,5.56834E-05
181.71,1.71779E-05
181.72,4.63224E-05
181.73,5.98331E-05
181.74,3.03026E-05
181.75,2.09416E-05
181.76,4.40063E-05
181.77,4.93141E-05
181.78,3.71545E-05
181.79,5.56834E-05
181.8,4.58399E-05
181.81,1.9494E-05
181.82,4.12077E-05
181.83,4.7384E-05
181.84,3.93741E-05
181.85,5.24023E-05
181.86,2.7697E-05
181.87,2.81795E-05
181.88,5.90611E-05
181.89,4.45853E-05
181.9,2.20032E-05
181.91,3.31012E-05
181.92,6.52374E-05
181.93,6.57199E-05
181.94,1.99766E-05
181.95,1.09051E-05
181.96,3.99531E-05
181.97,4.80595E-05
181.98,3.56104E-05
181.99,3.10746E-05
182,5.21127E-05
182.01,6.94836E-05
182.02,4.39098E-05
182.03,8.87847E-06
182.04,3.73475E-05
182.05,4.94106E-05
182.06,1.58268E-05
182.07,4.15937E-05
182.08,8.32839E-05
182.09,6.75535E-05
182.1,4.17867E-05
182.11,-1.9301E-06
182.12,-1.56338E-05
182.13,6.19563E-05
182.14,7.50809E-05
182.15,4.7963E-05
182.16,7.51774E-05
182.17,4.22692E-05
182.18,-2.89515E-06
182.19,8.58895E-06
182.2,2.33542E-05
182.21,6.77466E-05
182.22,9.37064E-05
182.23,4.72875E-05
182.24,1.86255E-05
182.25,2.89515E-05
182.26,9.36099E-06
182.27,1.57303E-05
182.28,6.62025E-05
182.29,9.02322E-05
182.3,5.96401E-05
182.31,-2.70214E-06
182.32,1.73709E-06
182.33,7.73971E-05
182.34,5.52974E-05
182.35,2.77935E-05
182.36,7.24753E-05
182.37,4.12077E-05
182.38,-1.36072E-05
182.39,8.00992E-06
182.4,7.63355E-05
182.41,0.000102585
182.42,6.92906E-05
182.43,1.65024E-05
182.44,-1.24492E-05
182.45,-1.06156E-05
182.46,4.46818E-05
182.47,0.000106831
182.48,9.13903E-05
182.49,4.23657E-05
182.5,-4.82525E-07
182.51,-1.69849E-05
182.52,2.60564E-06
182.53,5.62625E-05
182.54,0.000107121
182.55,9.69876E-05
182.56,3.7251E-05
182.57,-1.75639E-05
182.58,-1.76604E-05
182.59,4.17867E-05
182.6,8.62755E-05
182.61,8.31874E-05
182.62,6.01227E-05
182.63,2.19067E-05
182.64,-1.53443E-05
182.65,-1.20631E-05
182.66,4.89281E-05
182.67,0.000117447
182.68,0.000101813
182.69,2.22927E-05
182.7,-2.89515E-06
182.71,-0.000009554
182.72,1.38002E-05
182.73,0.000102971
182.74,7.93272E-05
182.75,1.52478E-05
182.76,4.54539E-05
182.77,2.15206E-05
182.78,-1.36072E-05
182.79,4.62259E-05
182.8,0.000108375
182.81,7.90376E-05
182.82,1.23527E-05
182.83,-1.86255E-05
182.84,1.84325E-05
182.85,7.14137E-05
182.86,7.03522E-05
182.87,5.79995E-05
182.88,5.18232E-05
182.89,1.25457E-05
182.9,6.07982E-06
182.91,2.8469E-05
182.92,3.79265E-05
182.93,8.00027E-05
182.94,8.96532E-05
182.95,2.73109E-05
182.96,7.6239E-06
182.97,2.66354E-05
182.98,3.35838E-05
182.99,1.99766E-05
183,3.8795E-05
183.01,0.000103743
183.02,9.31274E-05
183.03,-1.12911E-05
183.04,-4.21727E-05
183.05,4.39098E-05
183.06,8.17398E-05
183.07,3.52244E-05
183.08,3.47418E-05
183.09,7.79761E-05
183.1,7.55635E-05
183.11,9.16798E-06
183.12,-1.70814E-05
183.13,4.00496E-05
183.14,7.26683E-05
183.15,4.78665E-05
183.16,4.21727E-05
183.17,6.13772E-05
183.18,2.61529E-05
183.19,9.74701E-06
183.2,5.02791E-05
183.21,5.40428E-05
183.22,3.00131E-05
183.23,5.51044E-05
183.24,6.60095E-05
183.25,7.91342E-06
183.26,-2.79865E-06
183.27,7.13172E-05
183.28,8.00992E-05
183.29,9.16798E-06
183.3,1.30282E-05
183.31,6.75535E-05
183.32,5.81926E-05
183.33,3.38733E-05
183.34,2.23892E-05
183.35,3.22327E-05
183.36,5.46219E-05
183.37,3.90846E-05
183.38,2.95306E-05
183.39,6.35003E-05
183.4,6.39829E-05
183.41,2.22927E-05
183.42,1.67919E-05
183.43,3.49348E-05
183.44,4.52609E-05
183.45,5.42358E-05
183.46,5.10512E-05
183.47,3.17502E-05
183.48,3.68649E-05
183.49,4.8156E-05
183.5,4.33308E-05
183.51,4.95071E-05
183.52,2.91445E-05
183.53,7.43089E-06
183.54,0.000038216
183.55,4.98931E-05
183.56,4.91211E-05
183.57,6.32108E-05
183.58,5.91576E-05
183.59,2.59599E-05
183.6,3.18467E-06
183.61,2.95306E-05
183.62,6.7264E-05
183.63,5.47184E-05
183.64,3.71545E-05
183.65,4.34273E-05
183.66,4.46818E-05
183.67,1.99766E-05
183.68,1.84325E-05
183.69,6.07017E-05
183.7,7.19928E-05
183.71,3.64789E-05
183.72,3.59964E-05
183.73,2.79865E-05
183.74,1.15806E-05
183.75,3.19432E-05
183.76,6.09912E-05
183.77,7.71075E-05
183.78,5.72275E-05
183.79,2.91445E-05
183.8,1.90115E-05
183.81,7.6239E-06
183.82,2.08451E-05
183.83,5.13407E-05
183.84,7.26683E-05
183.85,7.79761E-05
183.86,3.8988E-05
183.87,4.53574E-06
183.88,1.53443E-05
183.89,3.31977E-05
183.9,6.57199E-05
183.91,8.83986E-05
183.92,4.15937E-05
183.93,1.36072E-05
183.94,1.60198E-05
183.95,2.70214E-06
183.96,4.67085E-05
183.97,0.000105577
183.98,8.23188E-05
183.99,1.72744E-05
184,-9.65051E-06
184.01,2.34507E-05
184.02,4.33308E-05
184.03,2.7697E-05
184.04,6.17632E-05
184.05,0.000101427
184.06,5.94471E-05
184.07,-6.56234E-06
184.08,-2.21962E-06
184.09,1.88185E-05
184.1,3.79265E-05
184.11,7.42124E-05
184.12,8.91707E-05
184.13,5.29813E-05
184.14,2.20032E-05
184.15,3.28117E-06
184.16,-3.28117E-06
184.17,5.49114E-05
184.18,0.000113007
184.19,6.23423E-05
184.2,3.66719E-06
184.21,2.64424E-05
184.22,2.65389E-05
184.23,1.26422E-05
184.24,6.20528E-05
184.25,7.7011E-05
184.26,4.30413E-05
184.27,3.71545E-05
184.28,3.14607E-05
184.29,9.94002E-06
184.3,3.03991E-05
184.31,6.55269E-05
184.32,8.13538E-05
184.33,4.52609E-05
184.34,-1.22561E-05
184.35,6.85186E-06
184.36,5.48149E-05
184.37,6.6299E-05
184.38,6.86151E-05
184.39,5.00861E-05
184.4,1.41862E-05
184.41,1.44758E-05
184.42,3.69614E-05
184.43,4.49714E-05
184.44,6.32108E-05
184.45,8.24153E-05
184.46,4.01461E-05
184.47,-7.23788E-06
184.48,2.89515E-06
184.49,5.57799E-05
184.5,7.94237E-05
184.51,5.28848E-05
184.52,3.86985E-05
184.53,4.00496E-05
184.54,1.988E-05
184.55,8.39594E-06
184.56,3.23292E-05
184.57,9.73736E-05
184.58,9.78561E-05
184.59,3.7637E-06
184.6,-2.05556E-05
184.61,2.20997E-05
184.62,5.24988E-05
184.63,7.79761E-05
184.64,6.45619E-05
184.65,4.35238E-05
184.66,2.8469E-05
184.67,-9.65051E-08
184.68,2.37402E-05
184.69,5.34638E-05
184.7,6.18597E-05
184.71,7.32473E-05
184.72,4.06286E-05
184.73,2.17136E-05
184.74,2.42228E-05
184.75,1.44758E-06
184.76,3.61894E-05
184.77,8.68546E-05
184.78,7.76866E-05
184.79,3.99531E-05
184.8,1.57303E-05
184.81,-7.52739E-06
184.82,3.41628E-05
184.83,7.71075E-05
184.84,6.13772E-05
184.85,5.52009E-05
184.86,4.18832E-05
184.87,-9.65051E-07
184.88,1.27387E-05
184.89,7.32473E-05
184.9,5.58764E-05
184.91,1.24492E-05
184.92,5.40428E-05
184.93,7.78796E-05
184.94,1.59233E-05
184.95,1.27387E-05
184.96,4.89281E-05
184.97,3.7444E-05
184.98,5.05687E-05
184.99,7.03522E-05
185,9.94002E-06
185.01,2.02661E-05
185.02,8.04852E-05
185.03,3.48383E-05
185.04,-7.7204E-06
185.05,5.64555E-05
185.06,6.78431E-05
185.07,3.60929E-05
185.08,4.8156E-05
185.09,4.59364E-05
185.1,1.41862E-05
185.11,3.7444E-05
185.12,6.67815E-05
185.13,1.36072E-05
185.14,1.46688E-05
185.15,9.12938E-05
185.16,6.13772E-05
185.17,-5.11477E-06
185.18,4.23657E-05
185.19,5.57799E-05
185.2,3.41628E-05
185.21,5.6938E-05
185.22,3.10746E-05
185.23,4.82525E-06
185.24,5.52009E-05
185.25,7.67215E-05
185.26,4.29448E-05
185.27,2.06521E-05
185.28,1.97835E-05
185.29,4.80595E-05
185.3,7.18963E-05
185.31,5.00861E-05
185.32,2.89515E-06
185.33,7.6239E-06
185.34,6.7071E-05
185.35,7.08347E-05
185.36,4.45853E-05
185.37,2.8083E-05
185.38,2.51878E-05
185.39,5.09547E-05
185.4,4.09181E-05
185.41,1.53443E-05
185.42,5.29813E-05
185.43,6.7457E-05
185.44,3.07851E-05
185.45,1.99766E-05
185.46,3.62859E-05
185.47,5.64555E-05
185.48,5.16302E-05
185.49,3.53209E-05
185.5,4.40063E-05
185.51,2.53808E-05
185.52,3.16537E-05
185.53,6.16667E-05
185.54,4.00496E-05
185.55,2.789E-05
185.56,4.06286E-05
185.57,4.15937E-05
185.58,5.20162E-05
185.59,4.62259E-05
185.6,2.00731E-05
185.61,3.26187E-05
185.62,4.37168E-05
185.63,6.78431E-05
185.64,6.27283E-05
185.65,4.72875E-06
185.66,2.28717E-05
185.67,5.08582E-05
185.68,1.07121E-05
185.69,4.27517E-05
185.7,0.000104805
185.71,6.56234E-05
185.72,-4.14972E-06
185.73,1.46688E-05
185.74,5.09547E-05
185.75,3.09781E-05
185.76,2.95306E-05
185.77,6.54304E-05
185.78,7.90376E-05
185.79,4.14972E-05
185.8,-9.65051E-08
185.81,2.24857E-05
185.82,3.93741E-05
185.83,3.73475E-05
185.84,5.25953E-05
185.85,7.08347E-05
185.86,7.6818E-05
185.87,2.96271E-05
185.88,-3.22327E-05
185.89,1.65024E-05
185.9,8.94602E-05
185.91,5.24988E-05
185.92,3.46453E-05
185.93,8.6565E-05
185.94,4.00496E-05
185.95,-2.70214E-05
185.96,1.18701E-05
185.97,6.5913E-05
185.98,8.98462E-05
185.99,6.34038E-05
186,1.68884E-05
186.01,1.25457E-05
186.02,3.17502E-05
186.03,4.54539E-05
186.04,6.43689E-05
186.05,5.66485E-05
186.06,3.31012E-05
186.07,1.60198E-05
186.08,2.72144E-05
186.09,5.35603E-05
186.1,5.24988E-05
186.11,3.81195E-05
186.12,3.99531E-05
186.13,4.30413E-05
186.14,3.50313E-05
186.15,4.00496E-05
186.16,0.00004777
186.17,3.11711E-05
186.18,2.7697E-05
186.19,6.05087E-05
186.2,6.07017E-05
186.21,2.49948E-05
186.22,1.44758E-05
186.23,5.45254E-05
186.24,6.01227E-05
186.25,2.21962E-05
186.26,3.61894E-05
186.27,7.01592E-05
186.28,3.42593E-05
186.29,1.49583E-05
186.3,4.37168E-05
186.31,4.54539E-05
186.32,4.39098E-05
186.33,4.6998E-05
186.34,5.58764E-05
186.35,4.15937E-05
186.36,-4.82525E-07
186.37,2.10381E-05
186.38,6.69745E-05
186.39,5.85786E-05
186.4,4.8349E-05
186.41,0.000038216
186.42,1.73709E-05
186.43,6.24388E-05
186.44,6.78431E-05
186.45,-8.20293E-06
186.46,2.75039E-05
186.47,8.42489E-05
186.48,2.87585E-05
186.49,1.24492E-05
186.5,6.71675E-05
186.51,6.7264E-05
186.52,4.04356E-05
186.53,2.56703E-05
186.54,2.23892E-05
186.55,4.15937E-05
186.56,5.11477E-05
186.57,2.76005E-05
186.58,1.66954E-05
186.59,6.35968E-05
186.6,9.48645E-05
186.61,3.81195E-05
186.62,-9.65051E-08
186.63,2.87585E-05
186.64,1.88185E-05
186.65,3.64789E-05
186.66,8.94602E-05
186.67,7.36334E-05
186.68,3.53209E-05
186.69,7.6239E-06
186.7,1.46688E-05
186.71,2.28717E-05
186.72,2.93375E-05
186.73,9.64086E-05
186.74,7.51774E-05
186.75,2.17136E-05
186.76,5.20162E-05
186.77,3.00131E-05
186.78,-9.65051E-08
186.79,2.73109E-05
186.8,5.24023E-05
186.81,8.17398E-05
186.82,5.35603E-05
186.83,1.32212E-05
186.84,4.10147E-05
186.85,7.85551E-05
186.86,2.93375E-05
186.87,-2.64424E-05
186.88,2.10381E-05
186.89,9.74701E-05
186.9,8.00992E-05
186.91,0.000028662
186.92,2.72144E-05
186.93,3.81195E-05
186.94,3.63824E-05
186.95,3.86985E-05
186.96,1.95905E-05
186.97,4.61294E-05
186.98,8.69511E-05
186.99,3.57069E-05
187,-6.75535E-07
187.01,4.46818E-05
187.02,7.71075E-05
187.03,5.08582E-05
187.04,9.26449E-06
187.05,1.25457E-05
187.06,8.11608E-05
187.07,5.96401E-05
187.08,-1.24492E-05
187.09,4.7384E-05
187.1,0.000114938
187.11,2.8855E-05
187.12,-2.26787E-05
187.13,3.13641E-05
187.14,5.81926E-05
187.15,4.8156E-05
187.16,5.6552E-05
187.17,5.89646E-05
187.18,3.42593E-05
187.19,2.34507E-05
187.2,2.02661E-05
187.21,2.33542E-05
187.22,6.28248E-05
187.23,7.73971E-05
187.24,5.46219E-05
187.25,2.40298E-05
187.26,8.00992E-06
187.27,1.95905E-05
187.28,4.16902E-05
187.29,2.42228E-05
187.3,4.62259E-05
187.31,0.000119377
187.32,9.75666E-05
187.33,-5.39463E-05
187.34,-5.31743E-05
187.35,0.000109533
187.36,0.000117157
187.37,-1.35107E-05
187.38,-2.39333E-05
187.39,7.6239E-05
187.4,0.000134046
187.41,6.71675E-05
187.42,-0.000057324
187.43,-9.65051E-06
187.44,7.29578E-05
187.45,7.93272E-05
187.46,6.26318E-05
187.47,1.07121E-05
187.48,3.8023E-05
187.49,0.000109533
187.5,1.95905E-05
187.51,-6.50444E-05
187.52,6.54304E-05
187.53,0.000112042
187.54,1.9301E-05
187.55,3.58999E-05
187.56,9.48645E-05
187.57,2.69249E-05
187.58,-4.53574E-05
187.59,2.49948E-05
187.6,0.000102199
187.61,6.6299E-05
187.62,0.000028662
187.63,3.12676E-05
187.64,4.86386E-05
187.65,6.05087E-05
187.66,-9.65051E-08
187.67,2.89515E-06
187.68,0.00011764
187.69,7.01592E-05
187.7,-4.51644E-05
187.71,8.39594E-06
187.72,0.000116964
187.73,8.58895E-05
187.74,-2.69249E-05
187.75,-6.46584E-06
187.76,8.28978E-05
187.77,8.40559E-05
187.78,3.57069E-05
187.79,3.37768E-06
187.8,1.68884E-05
187.81,6.11842E-05
187.82,8.31874E-05
187.83,4.89281E-05
187.84,1.8529E-05
187.85,2.38368E-05
187.86,2.75039E-05
187.87,3.99531E-05
187.88,5.47184E-05
187.89,5.16302E-05
187.9,5.04721E-05
187.91,5.16302E-05
187.92,3.21362E-05
187.93,2.48983E-05
187.94,3.18467E-05
187.95,4.15937E-05
187.96,4.41993E-05
187.97,3.73475E-05
187.98,5.76135E-05
187.99,6.39829E-05
188,5.771E-05
188.01,4.54539E-05
188.02,-1.28352E-05
188.03,-2.95306E-05
188.04,7.86516E-05
188.05,0.000105673
188.06,5.57799E-05
188.07,6.7457E-05
188.08,1.61163E-05
188.09,-8.20293E-06
188.1,4.39098E-05
188.11,4.33308E-05
188.12,2.65389E-05
188.13,7.17033E-05
188.14,9.64086E-05
188.15,4.96036E-05
188.16,-3.40663E-05
188.17,-2.01696E-05
188.18,8.07747E-05
188.19,9.74701E-05
188.2,3.64789E-05
188.21,6.65885E-06
188.22,5.79995E-05
188.23,5.57799E-05
188.24,-1.0326E-05
188.25,2.11346E-05
188.26,7.44054E-05
188.27,7.24753E-05
188.28,3.07851E-05
188.29,3.19432E-05
188.3,7.47914E-05
188.31,2.36437E-05
188.32,-1.84325E-05
188.33,5.40428E-05
188.34,8.5214E-05
188.35,4.15937E-05
188.36,6.13772E-05
188.37,6.7264E-05
188.38,-6.07982E-06
188.39,-2.789E-05
188.4,5.36568E-05
188.41,0.000117254
188.42,6.90011E-05
188.43,1.9494E-05
188.44,1.12911E-05
188.45,-4.82525E-07
188.46,2.22927E-05
188.47,6.25353E-05
188.48,8.56965E-05
188.49,6.77466E-05
188.5,3.38733E-05
188.51,1.9301E-05
188.52,-9.65051E-07
188.53,1.59233E-05
188.54,7.37299E-05
188.55,7.75901E-05
188.56,2.79865E-05
188.57,4.28482E-05
188.58,6.00261E-05
188.59,1.47653E-05
188.6,0.000028662
188.61,7.13172E-05
188.62,4.64189E-05
188.63,3.18467E-06
188.64,3.41628E-05
188.65,8.5407E-05
188.66,6.77466E-05
188.67,3.95671E-06
188.68,1.36072E-05
188.69,8.38629E-05
188.7,4.95071E-05
188.71,-2.71179E-05
188.72,2.53808E-05
188.73,9.86282E-05
188.74,7.69145E-05
188.75,1.00365E-05
188.76,3.57069E-06
188.77,3.8023E-05
188.78,4.86386E-05
188.79,5.96401E-05
188.8,6.86151E-05
188.81,3.59964E-05
188.82,8.39594E-06
188.83,1.8722E-05
188.84,5.74205E-05
188.85,6.57199E-05
188.86,4.30413E-05
188.87,4.44888E-05
188.88,3.31012E-05
188.89,3.58034E-05
188.9,6.19563E-05
188.91,3.32942E-05
188.92,2.46088E-05
188.93,5.38498E-05
188.94,5.66485E-05
188.95,2.50913E-05
188.96,1.65024E-05
188.97,4.82525E-05
188.98,7.07382E-05
188.99,4.58399E-05
189,6.56234E-06
189.01,1.78534E-05
189.02,6.16667E-05
189.03,6.7264E-05
189.04,4.07251E-05
189.05,3.23292E-05
189.06,4.6998E-05
189.07,3.40663E-05
189.08,4.45853E-05
189.09,5.39463E-05
189.1,3.7637E-05
189.11,2.48983E-05
189.12,1.18701E-05
189.13,5.771E-05
189.14,0.000118122
189.15,5.39463E-05
189.16,-2.48018E-05
189.17,-8.00992E-06
189.18,4.78665E-05
189.19,9.18728E-05
189.2,7.96167E-05
189.21,2.789E-05
189.22,1.10016E-05
189.23,3.21362E-05
189.24,4.64189E-05
189.25,3.91811E-05
189.26,6.75535E-06
189.27,3.52244E-05
189.28,0.000108375
189.29,8.83986E-05
189.3,-8.49245E-06
189.31,-3.96636E-05
189.32,5.01826E-05
189.33,9.66016E-05
189.34,5.44289E-05
189.35,4.93141E-05
189.36,3.7444E-05
189.37,1.9494E-05
189.38,1.59233E-05
189.39,3.83125E-05
189.4,6.67815E-05
189.41,3.7251E-05
189.42,5.10512E-05
189.43,5.88681E-05
189.44,3.31012E-05
189.45,2.48983E-05
189.46,1.61163E-05
189.47,5.93506E-05
189.48,5.79995E-05
189.49,9.94002E-06
189.5,5.85786E-05
